episode,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,maxPreyGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,reachedLifeEnd,diedFromHunger,diedFromThirst
713,640.16,2617.094,247.936,49.971,91,7,568,235,61,124.975,35,31,25
714,633.98,2152.656,249.705,58.844,79,6,494,197,49,105.424,27,33,19
715,671.42,3362.625,375.24,90.412,107,6,700,284,77,161.219,29,49,29
716,454.2,938.125,145.924,35.801,49,4,246,88,19,43.313,6,24,19
717,571.02,1988.156,207.445,32.564,73,5,479,181,43,97.604,22,31,20
718,596.12,2608.406,259.623,54.378,94,7,510,228,64,127.08,22,50,24
719,690.66,2375.563,267.424,57.649,86,6,539,205,56,122.117,20,37,29
720,791.36,3895.313,399.643,75.662,123,9,759,318,93,199.117,35,49,39
721,593.88,2801.406,307.287,66.107,95,6,569,234,65,141.217,27,42,27
722,579.2,1976.969,254.211,61.783,73,5,444,188,43,96.1,21,33,19
723,519.3,2202.375,262.898,43.156,79,4,502,196,49,107.379,25,28,26
724,445.98,2198.719,243.08,49.373,82,4,439,186,52,103.318,18,41,23
725,695.26,2554.375,264.945,58.421,90,7,573,224,60,123.02,29,36,25
726,514.68,2296.5,341.756,72.889,85,5,466,201,55,117.305,21,45,19
727,498.96,1379.313,148.85,25.176,60,5,331,139,30,63.465,14,30,16
728,611.46,2881.844,282.133,36.391,99,6,601,242,69,141.818,34,42,23
729,949.32,2441.594,264.459,44.608,86,9,599,230,56,124.373,32,31,23
730,487.74,979.188,169.426,29.692,49,4,283,94,19,43.012,14,18,17
731,702.32,2110.75,226.738,36.034,79,7,493,180,49,102.566,26,35,18
732,806.16,2915.406,310.523,82.153,100,8,617,246,70,145.127,30,48,22
733,669.5,3275.906,324.047,56.62,106,6,653,284,76,158.361,31,51,25
734,882.46,4134.25,412.199,90.271,130,9,853,344,100,195.207,44,48,38
735,587.82,2141.438,156.764,35.66,80,6,464,201,50,110.688,26,35,19
736,487.74,1775.313,207.17,43.33,71,5,397,155,41,88.43,13,31,27
737,697.22,3111.75,377.764,90.611,103,7,630,284,73,154.301,32,52,19
738,635.82,2190.031,252.969,44.741,82,6,483,200,52,109.635,25,42,15
739,566.24,2441.0,327.68,81.248,87,6,534,211,57,110.387,23,36,28
740,406.24,734.625,136.256,12.269,43,2,210,79,13,33.988,5,24,14
741,626.06,3946.625,453.522,132.837,117,6,748,335,87,203.027,43,51,23
742,915.68,2927.219,192.109,41.446,101,8,657,258,71,137.607,37,40,24
743,701.62,1935.813,226.357,43.297,72,6,444,183,42,95.949,19,34,19
744,792.32,3696.188,350.006,75.794,119,7,716,315,89,192.199,32,55,32
745,578.54,2498.656,274.623,54.984,83,4,543,225,53,128.584,30,34,19
746,575.9,2768.531,321.006,150.751,95,6,550,232,65,137.006,22,46,27
747,453.8,1059.531,117.039,18.594,52,4,267,98,22,53.088,11,26,15
748,622.82,1430.813,116.305,16.792,59,5,369,147,29,64.066,15,24,20
749,509.44,1898.75,169.496,29.584,71,5,408,169,41,97.754,16,37,18
750,302.84,692.781,119.27,29.435,41,3,201,70,11,36.846,4,19,18
751,738.08,2579.75,254.045,49.838,93,7,580,225,63,124.223,30,41,24
752,475.94,1616.0,201.375,83.273,68,4,356,142,38,77.301,10,33,25
753,719.0,2386.313,209.203,49.174,88,7,539,206,58,120.012,31,38,19
754,889.32,3330.969,265.773,60.986,112,9,760,274,82,155.354,41,40,31
755,601.96,2489.906,279.113,48.784,88,6,514,219,58,118.959,23,45,20
756,821.22,4126.844,430.645,126.803,127,8,802,346,97,196.861,45,55,27
757,544.46,1580.188,132.387,35.112,63,4,384,146,33,75.195,14,28,22
758,535.24,2408.688,209.801,72.018,86,4,499,208,56,117.606,20,49,17
759,818.6,2638.969,337.201,99.128,92,7,597,228,62,133.397,31,33,28
760,622.16,3279.563,279.957,64.207,107,6,659,279,77,166.031,32,45,31
761,793.96,2250.625,233.957,79.638,85,9,510,195,55,115.199,23,36,26
762,695.3,3225.75,306.324,119.116,109,7,666,258,79,151.594,31,39,40
763,1269.92,3554.813,267.816,71.154,119,12,816,317,89,182.273,42,48,29
764,465.3,1936.844,165.529,30.406,75,4,387,166,45,95.799,19,43,13
765,482.72,1828.594,135.754,45.106,74,5,400,159,44,91.588,18,34,22
766,565.04,2140.063,211.848,74.491,78,5,481,190,48,95.348,21,31,26
767,702.72,3582.563,264.395,65.385,117,6,686,284,87,178.063,26,55,37
768,806.4,4223.406,308.488,77.762,132,8,797,365,102,212.2,42,64,26
769,641.74,2093.531,180.293,42.276,76,5,491,192,46,108.432,25,33,18
770,810.74,2988.625,215.352,49.647,104,8,669,254,74,150.992,35,44,25
771,252.82,442.5,67.504,19.299,36,2,130,48,6,23.16,0,22,14
772,521.18,1534.125,102.238,15.871,63,5,371,142,33,70.383,18,28,17
773,372.84,1394.656,101.344,26.123,61,3,325,124,31,60.607,12,28,21
774,664.74,3572.281,295.027,84.494,117,6,650,282,87,170.393,25,63,29
775,608.12,3023.844,206.016,63.659,100,6,634,265,70,143.623,33,40,28
776,521.96,1648.938,137.199,27.824,66,5,427,137,36,85.723,16,14,36
777,695.26,2955.063,261.609,68.141,99,7,628,260,69,150.09,36,41,22
778,473.06,2150.344,141.297,32.273,74,4,452,206,44,113.545,26,35,13
779,594.96,2009.563,164.797,32.39,76,6,456,181,46,95.949,22,32,22
780,627.94,2352.125,193.285,47.539,86,6,511,201,56,120.914,22,40,24
781,355.26,906.719,85.996,16.676,47,2,220,89,17,43.763,8,25,14
782,707.44,3088.031,240.328,80.816,107,7,649,255,77,150.842,34,41,33
783,833.42,3696.75,243.441,52.743,115,8,758,317,85,180.167,44,50,21
784,382.46,868.875,153.711,69.569,48,3,230,82,18,45.418,5,27,16
785,643.38,2315.406,187.133,53.797,87,6,490,207,57,111.139,23,43,21
786,650.4,1810.125,154.648,28.737,71,5,423,156,41,88.43,20,33,18
787,644.58,2660.938,223.137,69.204,91,6,592,231,61,135.352,32,35,24
788,770.1,2822.875,218.922,53.009,99,8,602,249,69,144.676,30,52,18
789,573.24,2741.844,224.895,62.895,94,6,572,237,64,128.283,31,39,24
790,555.6,2570.531,175.922,54.553,89,5,493,227,59,129.186,18,56,15
791,834.86,3557.813,267.77,76.99,113,8,742,328,83,171.745,46,51,16
792,812.24,3334.938,197.047,62.737,110,9,743,278,80,153.699,37,41,32
793,546.94,1464.094,116.102,33.776,59,4,370,150,29,71.736,22,27,10
794,619.28,2735.594,182.137,40.724,96,6,531,250,66,136.705,22,57,18
795,685.66,2335.625,217.867,43.421,88,7,485,204,58,114.898,17,48,23
796,285.72,589.594,63.566,19.333,38,2,172,66,8,33.838,4,23,11
797,355.84,719.344,100.172,13.464,44,3,196,64,14,37.146,6,23,15
798,350.7,791.75,76.176,17.174,48,4,202,66,18,42.109,2,26,20
799,480.5,1470.906,136.648,27.027,63,5,355,130,33,69.631,12,27,24
800,505.3,2266.281,246.195,100.921,85,5,457,198,55,115.65,20,49,16
801,487.0,1260.531,127.117,22.396,60,5,299,117,30,67.525,10,31,19
802,527.86,2608.5,193.543,66.921,89,5,568,210,59,128.734,30,35,25
803,509.52,1453.688,124.731,38.707,63,3,318,128,33,79.105,13,33,17
804,573.62,2084.813,193.926,56.694,81,6,446,182,51,108.281,18,42,21
805,744.44,2828.344,205.633,55.449,98,7,607,252,68,135.201,31,45,22
806,468.5,1688.406,167.285,54.113,67,5,392,155,37,89.182,19,29,19
807,624.24,2227.344,174.434,37.096,84,6,495,187,54,110.838,22,33,29
808,652.58,2422.281,184.793,60.446,85,6,561,220,55,114.748,34,25,26
809,507.44,2303.844,260.77,137.378,84,4,456,203,54,109.936,18,47,19
810,620.08,3027.375,229.875,55.316,103,6,645,245,73,141.969,36,35,32
811,500.9,2005.813,225.477,74.192,73,5,472,179,43,101.063,24,25,24
812,586.12,2542.531,220.762,68.506,91,5,546,210,61,122.568,25,35,31
813,798.22,2717.438,205.211,40.068,97,8,584,241,67,132.645,29,47,21
814,418.0,813.844,75.23,15.863,45,2,230,78,15,37.447,7,22,16
815,713.96,2533.563,192.406,53.225,87,6,594,223,57,119.109,34,29,24
816,670.9,2728.563,234.332,59.409,93,6,584,239,63,125.125,32,44,17
817,687.98,2070.531,146.504,52.079,76,6,488,194,46,93.994,30,28,18
818,624.76,2370.688,195.652,36.499,86,7,535,211,56,122.719,28,35,24
819,569.68,1269.563,86.52,14.045,56,5,359,118,26,54.742,19,15,22
820,702.52,3238.469,196.047,48.9,110,6,628,266,80,156.256,25,59,28
821,572.64,1887.094,136.231,39.943,70,5,447,172,40,90.986,27,24,19
822,491.26,1631.875,142.285,32.39,66,4,381,156,36,78.203,12,34,20
823,698.66,3336.25,278.938,105.852,107,6,695,285,77,161.219,43,39,26
824,459.12,2126.063,258.481,91.026,78,4,454,186,48,103.168,22,36,20
825,464.28,1717.188,167.484,43.006,69,5,385,153,39,87.227,9,34,26
826,798.02,2880.969,230.027,45.214,100,8,650,251,70,145.127,38,30,32
827,480.92,1628.938,156.363,31.941,69,4,378,134,39,81.813,10,29,30
828,480.32,2075.813,138.523,31.9,80,5,445,174,50,103.469,16,34,30
829,899.08,2887.156,185.273,49.016,100,9,686,253,70,140.916,42,32,26
830,545.44,1888.469,219.242,98.854,70,4,452,172,40,87.377,27,20,23
831,245.0,324.781,58.867,21.906,31,1,108,42,1,20.904,0,20,11
832,747.84,4804.469,385.504,123.673,142,8,870,406,112,226.037,48,69,26
833,566.78,1770.406,139.07,37.777,71,6,407,165,41,91.287,16,32,23
834,537.0,2000.781,141.336,42.857,78,6,408,170,48,100.61,13,44,21
835,374.42,410.094,137.016,82.352,34,2,137,44,4,19.701,1,21,12
836,586.1,2473.063,210.035,36.889,86,5,514,229,56,125.727,26,44,18
837,527.16,1600.906,210.066,54.661,68,6,380,135,38,72.639,12,26,30
838,602.6,2728.0,217.234,62.829,93,6,564,232,63,145.879,33,36,24
839,562.06,1736.156,130.398,29.642,71,5,384,153,41,89.783,15,37,19
840,550.42,2297.344,181.828,36.897,82,5,487,213,52,114.447,19,49,14
841,645.62,2932.844,215.602,53.656,98,6,616,248,68,137.908,35,34,30
842,519.16,1672.063,148.871,47.356,65,5,404,157,35,89.332,19,26,20
843,448.94,1911.594,166.836,53.274,71,4,393,182,41,102.115,16,43,12
844,635.98,2115.219,188.262,46.136,79,5,487,174,49,99.107,22,27,30
845,971.92,3048.563,242.059,72.35,106,9,686,272,76,135.953,38,44,25
846,679.76,2684.375,229.207,45.48,95,7,605,216,65,128.734,25,34,37
847,474.74,1501.063,131.152,36.499,64,5,343,133,34,65.57,12,34,18
848,526.72,1945.219,144.82,41.653,72,5,434,184,42,96.4,19,36,17
849,554.44,2049.5,207.617,58.471,78,5,452,175,48,96.25,18,32,28
850,643.72,2689.563,180.516,38.267,93,7,561,244,63,132.645,31,41,22
851,611.46,1670.469,145.586,45.555,64,5,428,153,34,79.857,23,19,22
852,445.3,1732.813,183.168,38.109,69,4,397,146,39,90.535,22,30,19
853,620.02,3047.688,226.199,64.597,103,6,596,257,73,146.781,34,47,22
854,578.9,2553.094,280.004,134.763,91,5,532,205,61,118.057,20,40,32
855,645.14,1637.844,202.496,64.331,68,5,392,144,38,82.865,14,29,25
856,626.96,3589.5,420.871,198.903,116,7,652,285,86,187.387,23,66,28
857,408.78,945.625,118.008,40.915,49,4,252,85,19,50.531,8,20,21
858,551.48,1521.563,138.313,23.599,63,5,390,138,33,78.504,20,25,19
859,275.04,681.469,67.344,20.021,42,2,199,63,12,30.529,5,20,17
860,532.72,2163.031,219.316,72.084,81,5,439,193,51,110.537,23,42,16
861,602.92,2267.344,151.609,42.799,80,5,478,217,50,107.529,27,41,12
862,693.1,3190.531,200.606,63.003,103,6,643,297,73,150.24,33,52,18
863,493.58,2111.563,211.715,65.463,81,5,457,174,51,109.484,16,38,28
864,542.68,2383.0,235.227,46.459,83,5,528,219,53,119.109,31,28,24
865,728.28,2572.219,191.141,49.083,90,8,541,226,60,130.99,29,43,18
866,517.44,2957.625,256.926,75.18,97,5,584,242,67,143.773,24,47,26
867,700.92,2963.781,251.309,79.231,99,6,601,263,69,152.947,30,52,18
868,628.92,2010.313,186.981,64.538,77,6,468,184,47,104.371,26,28,23
869,410.52,805.219,75.859,24.263,43,3,237,83,13,38.049,12,17,14
870,502.32,1150.688,114.813,18.818,55,5,290,109,25,56.246,12,27,16
871,380.2,1684.938,287.957,129.59,70,3,322,139,40,84.219,3,46,21
872,751.48,2665.156,183.609,39.321,93,7,586,235,63,129.186,31,39,23
873,468.52,1405.125,99.516,19.569,62,5,329,129,32,70.684,15,28,19
874,731.7,3055.469,233.477,47.107,103,8,656,266,73,151.744,35,46,22
875,688.88,3075.969,285.77,84.137,105,7,622,253,75,149.639,27,50,29
876,413.32,1355.156,164.516,39.831,59,4,341,110,29,60.307,13,21,25
877,489.82,2872.469,233.504,81.464,101,5,517,238,71,138.209,19,59,24
878,672.78,3056.875,240.535,76.359,102,6,592,252,72,160.316,21,51,30
879,492.9,841.938,97.898,16.892,44,4,247,85,14,43.613,7,21,16
880,655.76,2369.531,177.102,40.616,85,6,521,209,55,120.463,24,39,22
881,467.42,2601.406,225.606,64.684,88,5,497,230,58,139.412,24,50,14
882,509.08,969.344,95.34,24.853,49,3,270,88,19,43.463,8,24,17
883,437.32,1222.875,213.82,104.273,60,5,278,111,30,70.082,6,37,17
884,489.96,2003.188,198.988,45.563,74,4,438,181,44,100.16,20,35,19
885,625.38,2669.844,207.981,55.482,90,5,558,226,60,133.397,31,41,19
886,578.1,1900.688,209.895,80.157,72,4,434,165,42,88.43,17,32,23
887,504.98,2316.406,199.211,57.591,82,4,502,197,52,113.846,26,33,23
888,413.8,1647.875,240.063,136.927,68,4,359,139,38,77.602,9,34,25
889,341.54,766.188,76.934,12.891,44,4,216,72,14,41.207,7,20,17
890,343.6,577.5,161.648,98.787,42,3,167,50,12,27.07,4,19,19
891,675.34,2852.156,267.527,86.469,97,6,575,255,67,131.893,26,50,22
892,528.5,1240.125,120.863,37.254,57,4,334,103,27,57.449,13,20,24
893,399.4,1253.719,146.508,30.312,58,4,292,118,28,61.209,12,28,18
894,636.56,2179.344,169.426,34.178,80,5,489,191,50,103.619,26,34,20
895,734.2,3472.781,199.332,37.514,114,8,709,287,84,166.482,36,45,34
896,496.36,1217.5,184.27,26.421,56,3,321,108,26,49.629,14,21,21
897,602.9,2587.094,202.336,76.724,91,5,517,229,61,131.592,24,53,14
898,516.0,2065.906,222.547,95.005,76,5,452,194,46,107.229,23,36,17
899,533.82,2624.063,267.727,84.901,92,5,534,214,62,125.727,28,43,23
900,424.7,1299.625,211.43,117.053,56,3,318,121,26,58.953,14,26,16
901,384.1,742.594,197.949,91.69,44,3,205,70,14,40.455,5,22,17
902,587.44,2254.969,173.117,32.0,84,5,493,195,54,113.244,22,39,24
903,567.88,1556.063,182.145,63.213,62,5,396,151,32,79.105,24,21,17
904,698.86,2408.438,217.801,43.925,88,7,545,206,58,111.891,26,41,21
905,612.62,1431.0,119.016,22.728,61,5,374,134,31,70.984,22,21,18
906,316.62,878.344,226.863,115.695,47,2,246,69,17,41.959,7,20,20
907,747.8,3494.625,286.77,83.442,112,8,670,315,82,169.941,39,54,19
908,502.42,884.031,95.102,26.222,47,5,249,86,17,33.236,12,23,12
909,510.5,1425.344,119.371,32.481,61,4,353,132,31,66.322,15,27,19
910,703.22,2662.719,272.856,83.025,94,6,567,240,64,132.795,26,49,22
911,614.24,3396.281,346.535,122.231,115,6,647,288,85,165.881,29,59,28
912,719.32,3053.344,245.797,63.513,100,7,630,283,70,158.662,36,47,17
913,770.74,3253.063,255.398,83.722,106,8,677,276,76,157.91,37,45,24
914,594.08,2053.719,197.246,52.104,78,7,471,181,48,101.514,24,30,24
915,423.82,1377.188,201.652,56.017,60,3,338,124,30,70.082,14,30,17
916,494.78,1280.906,142.469,28.053,55,3,331,119,25,66.021,13,28,14
917,654.12,2072.313,205.57,44.989,78,7,480,180,48,102.266,22,30,27
918,483.02,2186.719,383.652,206.885,79,4,423,204,49,114.147,20,46,14
919,813.02,2970.875,326.055,119.481,102,9,677,260,72,145.578,32,39,32
920,537.92,2201.125,311.422,131.28,80,4,470,195,50,118.809,26,37,18
921,728.3,4540.75,427.004,113.558,139,7,870,343,109,212.051,37,55,47
922,568.98,1844.781,164.871,34.087,71,6,433,171,41,92.49,25,29,18
923,331.68,695.125,77.195,15.62,42,2,199,67,12,34.59,7,18,17
924,490.76,1577.656,285.981,125.325,67,5,362,139,37,82.564,13,33,22
925,462.94,1577.719,195.223,68.935,66,4,349,139,36,81.963,11,32,23
926,709.24,3680.781,329.273,121.766,116,7,746,297,86,174.604,35,43,38
927,450.66,1168.844,160.371,75.919,56,4,280,106,26,54.592,5,38,13
928,737.9,2273.406,254.934,74.748,85,7,530,198,55,103.318,21,38,26
929,542.52,1974.781,164.988,20.091,73,4,440,188,43,95.197,23,35,15
930,402.52,819.406,121.793,24.654,48,3,219,71,18,32.635,5,23,20
931,399.6,1235.781,121.106,39.742,59,4,284,106,29,59.404,5,28,26
932,567.24,2538.813,160.07,39.876,91,6,528,213,61,127.231,17,47,27
933,379.56,787.969,84.953,34.209,43,3,228,74,13,40.756,11,20,12
934,850.14,3146.438,216.336,66.486,105,9,689,268,75,150.691,31,48,26
935,353.5,1216.438,118.258,26.371,56,3,302,100,26,61.059,10,22,24
936,548.64,1890.906,233.844,56.022,73,4,442,164,43,98.205,19,30,25
937,528.8,1468.156,186.781,53.371,63,6,358,127,33,73.541,12,29,22
938,621.22,2205.156,207.523,55.445,83,6,468,182,53,106.025,13,41,30
939,610.34,2297.438,174.488,48.067,83,5,471,214,53,107.68,16,52,15
940,493.24,1288.0,102.895,25.947,56,4,316,129,26,70.383,15,33,8
941,469.1,2205.969,266.52,78.186,79,4,475,194,49,103.92,22,34,23
942,395.48,1619.188,152.691,31.031,66,4,374,137,36,76.699,16,23,27
943,377.32,524.063,75.113,13.632,36,2,174,55,6,28.875,4,17,15
944,447.76,1353.688,120.438,30.276,54,3,355,134,24,68.879,17,21,17
945,721.62,3926.563,328.602,94.729,123,7,709,316,93,182.574,35,72,17
946,586.68,2114.25,230.488,111.082,78,6,450,194,48,109.484,21,42,15
947,429.72,1693.406,286.762,123.013,69,3,379,148,39,84.369,16,31,22
948,560.76,2966.875,317.867,124.094,104,6,570,229,74,138.359,19,48,37
949,439.96,1263.563,151.438,67.271,57,4,316,112,27,54.441,10,25,22
950,569.24,1647.531,158.336,34.947,65,5,410,153,35,94.295,22,27,16
951,507.82,1987.031,262.977,105.848,75,4,452,163,45,93.092,17,31,27
952,575.12,2373.906,345.125,116.021,88,5,516,190,58,109.936,22,37,29
953,534.36,2145.063,153.629,33.573,77,5,464,198,47,108.883,21,38,18
954,546.36,1714.219,186.617,63.965,70,4,407,139,40,77.451,14,26,31
955,546.22,2028.813,287.426,111.345,81,5,455,162,51,102.867,18,33,30
956,471.7,1633.156,119.063,30.126,65,4,380,151,35,78.654,21,25,19
957,626.7,2283.5,316.82,146.601,86,5,493,195,56,108.281,19,39,29
958,442.2,1396.0,161.832,41.688,60,4,351,123,30,68.277,16,23,21
959,594.14,2462.063,199.598,47.135,90,5,466,199,60,118.809,15,51,25
960,582.02,1756.313,158.008,30.229,68,5,441,155,38,80.008,25,23,21
961,377.12,2091.375,260.586,102.165,79,3,398,181,49,107.379,17,45,17
962,556.04,1530.688,171.731,40.958,63,6,386,140,33,82.715,23,24,16
963,479.22,1085.781,106.66,29.974,53,4,280,102,23,55.193,9,29,15
964,625.78,1532.594,221.438,76.479,63,6,383,144,33,73.842,13,28,22
965,380.94,1055.188,129.922,20.201,55,3,242,97,25,49.027,6,32,17
966,626.44,2365.563,295.207,115.539,84,5,517,199,54,116.102,25,38,21
967,359.36,890.813,127.981,48.934,46,3,237,88,16,42.711,6,21,19
968,644.38,2178.188,169.93,44.085,82,6,472,191,52,109.484,24,41,17
969,591.68,1751.156,164.059,15.692,71,5,420,152,41,86.174,13,33,25
970,528.14,1724.969,208.125,97.438,67,4,424,152,37,84.369,18,22,27
971,376.84,831.875,91.004,15.396,46,3,224,78,16,38.5,5,24,17
972,224.1,434.438,67.313,10.976,35,1,132,45,5,25.867,1,20,14
973,466.84,1010.938,90.711,26.861,51,4,253,95,21,44.516,8,28,15
974,488.34,1717.625,143.945,25.462,73,4,363,135,43,82.414,8,37,30
975,597.22,1529.063,148.273,37.216,66,6,383,130,36,80.008,21,28,18
976,594.46,2329.719,193.609,34.026,82,5,493,216,52,120.162,24,44,14
977,1104.14,4341.406,333.344,88.496,135,12,886,398,105,213.104,51,58,26
978,546.66,2229.125,188.227,52.801,83,6,468,193,53,106.777,18,39,26
979,589.96,2031.344,165.949,31.385,72,6,460,201,42,111.139,29,30,13
980,436.0,1396.0,233.242,113.418,62,3,309,133,32,66.172,10,37,15
981,609.64,1260.625,94.684,14.783,58,5,335,115,28,65.27,14,22,22
982,528.84,2460.844,258.953,83.599,90,6,498,207,60,119.26,20,41,30
983,757.08,2788.719,237.484,47.539,97,6,582,244,67,137.006,29,48,20
984,436.0,1443.719,156.434,36.597,61,3,351,130,31,67.525,12,23,26
985,556.86,1993.656,182.602,61.257,72,5,453,194,42,97.002,22,39,11
986,544.06,2222.313,259.156,89.109,81,5,479,198,51,113.996,19,40,22
987,722.96,2258.406,225.258,51.121,85,7,522,200,55,110.838,28,30,28
988,540.38,1685.688,178.191,57.79,68,4,392,156,38,83.617,19,30,19
989,639.0,1464.563,112.234,21.523,64,6,356,137,34,84.52,17,32,15
990,570.5,2227.688,216.914,35.438,82,5,499,194,52,115.199,25,30,27
991,665.98,1884.438,286.457,143.798,73,5,471,170,43,98.957,24,25,24
992,436.34,1842.375,144.438,40.355,72,5,387,172,42,88.73,18,36,18
993,493.5,2071.844,169.336,58.654,76,3,441,183,46,93.393,18,43,16
994,598.38,2445.875,221.43,70.212,85,6,564,209,55,113.695,31,28,26
995,559.54,1820.906,284.426,119.205,74,5,427,150,44,91.588,17,27,30
996,598.14,1703.313,133.188,34.487,68,6,417,158,38,81.211,22,31,16
997,297.9,620.719,105.895,30.21,42,2,171,55,12,29.326,1,20,21
998,628.68,3066.813,303.129,95.663,102,6,617,267,72,151.594,36,50,17
999,534.1,1512.031,179.606,56.087,62,5,390,137,32,70.834,15,23,24
1000,436.48,1098.688,165.094,67.14,56,4,260,99,26,54.141,7,31,18
1001,591.3,1575.656,173.254,40.35,64,5,410,139,34,77.15,20,22,22
1002,579.04,2834.063,210.25,57.18,94,5,583,241,64,137.758,28,37,29
1003,387.8,1167.688,382.766,278.172,55,2,269,97,25,59.254,9,35,11
1004,527.2,1877.781,157.004,28.939,71,4,417,177,41,97.303,23,37,11
1005,723.46,3255.5,274.754,60.985,111,8,683,275,81,165.43,38,43,30
1006,1001.2,5146.313,393.883,115.628,153,10,977,441,123,257.168,50,79,27
1007,444.16,1479.719,137.434,38.688,61,4,359,141,31,59.404,16,27,18
1008,560.74,1813.688,329.609,188.605,72,4,396,142,42,81.512,12,32,28
1009,553.68,1809.625,185.102,67.656,71,5,411,163,41,100.762,23,30,18
1010,666.94,2147.5,193.672,67.644,81,5,474,189,51,104.672,17,43,21
1011,588.0,2240.969,198.082,47.125,81,6,500,191,51,120.764,23,38,20
1012,332.44,724.438,130.691,32.32,43,2,203,71,13,38.199,5,23,15
1013,520.92,1959.75,195.863,61.553,74,4,448,171,44,97.453,27,26,21
1014,695.8,2182.188,291.445,149.605,81,5,506,190,51,103.77,19,33,30
1015,614.56,2275.906,204.813,68.514,79,5,532,189,49,117.154,29,26,24
1016,479.58,1912.688,194.359,58.909,77,4,417,150,47,92.941,11,24,42
1017,630.94,2821.0,246.551,58.684,97,6,579,249,67,134.75,27,49,21
1018,467.04,1864.063,339.035,175.631,74,3,383,151,44,86.324,7,40,27
1019,392.66,770.5,90.117,22.445,44,4,220,74,14,40.004,8,20,16
1020,444.96,704.031,121.617,65.479,41,3,213,74,11,36.244,8,21,12
1021,428.0,969.375,101.797,16.26,51,4,259,88,21,47.223,9,22,20
1022,632.54,2495.156,264.199,94.069,86,6,549,216,56,119.561,30,26,30
1023,547.48,1654.969,198.781,60.41,69,6,403,147,39,80.459,19,27,24
1024,549.92,1452.625,114.465,25.769,67,7,323,123,37,66.172,10,40,17
1025,646.72,2881.875,416.27,177.565,94,6,608,247,64,140.766,29,44,22
1026,527.32,2284.813,221.516,67.79,85,6,479,189,55,111.289,21,38,26
1027,550.16,1878.875,156.215,35.173,69,4,465,172,39,86.324,24,21,24
1028,561.6,1514.656,130.543,32.188,63,5,377,143,33,67.225,14,30,19
1029,561.52,2188.875,281.523,126.628,86,5,463,174,56,108.883,16,38,32
1030,517.22,1622.031,141.426,51.481,62,5,412,154,32,76.85,18,25,19
1031,651.88,2381.375,254.027,69.385,85,5,521,216,55,121.516,28,37,20
1032,425.4,997.25,103.828,25.723,51,4,265,92,21,41.809,11,21,19
1033,563.1,2069.375,161.754,40.38,77,5,464,186,47,101.965,25,33,20
1034,610.32,2919.094,295.086,103.001,97,5,587,242,67,146.029,26,49,22
1035,481.7,1445.219,146.891,31.613,61,5,373,126,31,72.037,16,21,25
1036,477.92,1846.156,141.508,36.712,72,4,400,171,42,91.287,19,38,15
1037,498.98,1981.938,155.68,41.637,74,5,433,183,44,100.461,18,34,22
1038,502.92,1610.906,131.809,34.378,67,5,353,156,37,80.158,11,40,16
1039,540.26,1770.188,151.039,34.626,70,5,414,161,40,81.512,19,26,25
1040,654.74,2779.469,397.508,193.639,93,6,579,240,63,139.111,32,47,14
1041,666.4,2842.781,236.188,67.738,98,6,591,246,68,133.998,28,51,19
1042,542.28,1877.594,131.461,35.421,70,4,430,179,40,95.498,24,29,17
1043,575.52,2486.031,164.953,43.432,89,6,532,221,59,120.463,27,38,24
1044,552.24,2497.875,216.684,72.448,88,5,516,221,58,129.637,27,38,23
1045,641.1,2217.375,210.203,60.29,84,6,477,207,54,102.266,24,38,23
1046,644.36,2158.813,254.043,95.488,81,6,518,184,51,103.77,27,27,27
1047,365.86,1020.813,157.648,75.522,49,3,263,97,19,50.832,11,22,16
1048,661.76,3296.406,255.098,72.253,108,6,608,290,78,156.557,33,58,18
1049,666.54,1940.313,151.957,32.852,75,8,492,170,45,99.859,25,21,29
1050,506.24,1605.875,148.629,54.172,67,5,360,150,37,74.293,12,38,17
1051,409.52,870.0,222.262,119.945,46,3,229,94,16,44.215,12,24,10
1052,510.52,1454.469,122.836,26.951,63,4,355,128,33,67.826,17,24,22
1053,565.0,1997.719,181.27,48.637,74,6,453,185,44,98.807,20,30,24
1054,552.02,2061.813,149.137,42.171,81,5,425,188,51,97.152,18,43,20
1055,598.66,1892.125,114.551,19.175,74,6,437,170,44,89.332,25,33,16
1056,504.76,1282.719,110.574,17.321,61,5,316,108,31,64.518,11,25,26
1057,478.14,2006.219,229.68,108.937,74,3,424,174,44,102.115,17,35,22
1058,542.44,2107.188,288.891,109.836,81,6,457,179,51,104.371,20,38,25
1059,277.24,650.406,171.684,96.234,44,3,174,54,14,32.334,1,22,21
1060,428.3,984.094,95.988,17.734,52,4,256,87,22,45.568,9,26,17
1061,446.7,1441.188,155.43,42.353,64,4,334,124,34,73.391,12,26,27
1062,466.62,1263.469,118.633,33.062,57,3,299,118,27,65.119,12,28,17
1063,373.06,1077.75,284.926,162.091,54,3,271,81,24,42.41,6,24,25
1064,606.3,2185.125,232.301,76.082,84,6,486,187,54,100.762,20,38,27
1065,472.26,2129.656,265.371,144.04,77,3,432,193,47,102.115,15,45,17
1066,668.96,2284.969,139.113,27.459,79,6,509,218,49,115.35,27,36,16
1067,424.9,1199.188,143.488,48.246,56,4,285,112,26,59.555,14,31,12
